id,category,kind,observation,file,width,height,source_files,flags
img-0479,others,artwork-or-artwork-documentation,Mother and child under crescent; colour variation of image 112,media-library/curated/others/img-0479.jpg,4096,3573,media-library/curated/others/img-0479.jpg,
img-0480,others,artwork-or-artwork-documentation,Red blue print of group under tree,media-library/curated/others/img-0480.jpg,2922,4096,media-library/curated/others/img-0480.jpg,
img-0482,others,artwork-or-artwork-documentation,Yellow flower on dark blue ground,media-library/curated/others/img-0482.jpg,3066,3072,media-library/curated/others/img-0482.jpg,
img-0483,others,artwork-or-artwork-documentation,Tree and patterned form; alternate image 301,media-library/curated/others/img-0483.jpg,4022,4096,media-library/curated/others/img-0483.jpg,
img-0484,others,artwork-or-artwork-documentation,Red blue print mother child and bare tree,media-library/curated/others/img-0484.jpg,2999,4096,media-library/curated/others/img-0484.jpg,
img-0485,others,artwork-or-artwork-documentation,Women with flowing hair and verse,media-library/curated/others/img-0485.jpg,4096,2833,media-library/curated/others/img-0485.jpg,
img-0486,others,artwork-or-artwork-documentation,Reclining woman and child with crescent and patterned cloth,media-library/curated/others/img-0486.jpg,4096,3072,media-library/curated/others/img-0486.jpg,
img-0487,others,artwork-or-artwork-documentation,Seated older figure and small lit niche; preserve verse,media-library/curated/others/img-0487.jpg,4096,2624,media-library/curated/others/img-0487.jpg,exact-duplicate-source-files-consolidated
img-0488,others,documentation-photo,Artwork installation photograph of cremation scene,media-library/curated/others/img-0488.jpeg,1536,2048,media-library/curated/others/img-0488.jpeg,exact-duplicate-source-files-consolidated
img-0489,others,documentation-photo,Painting small figurines photograph,media-library/curated/others/img-0489.jpg,1200,1600,media-library/curated/others/img-0489.jpg,
img-0496,others,artwork-or-artwork-documentation,Phone screenshot botanical sketch; crop interface,media-library/curated/others/img-0496-crop.png,1080,650,media-library/originals/labani_di/Screenshot_2024-02-14-11-22-05-810_com.facebook.katana.jpg,
img-0497,others,artwork-or-artwork-documentation,Phone screenshot botanical sketch alternate; crop interface,media-library/curated/others/img-0497-crop.png,1080,610,media-library/originals/labani_di/Screenshot_2024-02-14-11-22-11-642_com.facebook.katana.jpg,
img-0498,others,artwork-or-artwork-documentation,Phone screenshot line drawing speaker; crop interface,media-library/curated/others/img-0498-crop.png,1080,1200,media-library/originals/labani_di/Screenshot_2024-02-21-13-53-27-780_com.facebook.katana.jpg,
img-0500,others,artwork-or-artwork-documentation,Phone screenshot mother child and crescent with verse; preserve artwork text,media-library/curated/others/img-0500-crop.png,1080,870,media-library/originals/labani_di/Screenshot_2024-05-21-18-42-52-620_com.facebook.katana.jpg,
img-0502,others,artwork-or-artwork-documentation,Phone screenshot mother child under crescent,media-library/curated/others/img-0502-crop.png,1080,750,media-library/originals/labani_di/Screenshot_2024-05-21-18-43-16-548_com.facebook.katana.jpg,
img-0503,others,artwork-or-artwork-documentation,Phone screenshot woman carrying child under moon,media-library/curated/others/img-0503-crop.png,1080,1050,media-library/originals/labani_di/Screenshot_2024-05-21-18-44-43-697_com.facebook.katana.jpg,
img-0505,others,artwork-or-artwork-documentation,Mother child artwork with Kaifi Azmi verse; keep full quote and attribution,media-library/curated/others/img-0505-crop.png,1080,1290,media-library/originals/labani_di/Screenshot_2024-05-21-18-47-44-252_com.facebook.katana.jpg,embedded-copy-retained-not-website-interface
img-0510,others,artwork-or-artwork-documentation,Figure beside blue boat on shore,media-library/curated/others/img-0510-crop.png,1080,790,media-library/originals/labani_di/Screenshot_2024-05-21-18-51-15-152_com.facebook.katana.jpg,
img-0515,others,reference-document,Bangla Journal general call for submissions; reference document not a biographical source,media-library/curated/others/img-0515.jpg,1080,1243,media-library/curated/others/img-0515.jpg,reference-only-not-artwork
img-0516,others,artwork-or-artwork-documentation,Citizen Nagar film graphic; preserve film credits,media-library/curated/others/img-0516.jpg,1080,677,media-library/curated/others/img-0516.jpg,
img-0517,others,documentation-photo,Bibir Darga exhibition discussion photograph,media-library/curated/others/img-0517.jpg,1080,485,media-library/curated/others/img-0517.jpg,small-source-review-display-size
img-0518,others,documentation-photo,Bibir Darga gallery audience photograph,media-library/curated/others/img-0518.jpg,1080,503,media-library/curated/others/img-0518.jpg,small-source-review-display-size
img-0519,others,artwork-or-artwork-documentation,Visitor viewing framed exhibition art,media-library/curated/others/img-0519.jpg,1080,500,media-library/curated/others/img-0519.jpg,small-source-review-display-size
img-0520,others,documentation-photo,Exhibition opening discussion photograph,media-library/curated/others/img-0520.jpg,1080,754,media-library/curated/others/img-0520.jpg,
img-0521,others,documentation-photo,Alternate gallery audience photograph,media-library/curated/others/img-0521.jpg,1080,492,media-library/curated/others/img-0521.jpg,small-source-review-display-size
img-0522,others,poster-or-publication-graphic,Bibir Darga exhibition invitation; retain event text,media-library/curated/others/img-0522.jpg,1080,401,media-library/curated/others/img-0522.jpg,small-source-review-display-size
img-0523,others,documentation-photo,Alternate exhibition audience photograph,media-library/curated/others/img-0523.jpg,1080,486,media-library/curated/others/img-0523.jpg,small-source-review-display-size
img-0524,others,artwork-or-artwork-documentation,Phone screenshot tree and gathering landscape,media-library/curated/others/img-0524-crop.png,1080,770,media-library/originals/labani_di/Screenshot_2025-03-13-15-01-54-293_com.facebook.katana (1).jpg,exact-duplicate-source-files-consolidated
img-0525,others,artwork-or-artwork-documentation,Phone screenshot owl drawing,media-library/curated/others/img-0525-crop.png,1080,1290,media-library/originals/labani_di/Screenshot_2025-03-13-15-02-15-650_com.facebook.katana (1).jpg,exact-duplicate-source-files-consolidated
img-0526,others,artwork-or-artwork-documentation,Phone screenshot man holding sunflowers; identity unconfirmed,media-library/curated/others/img-0526-crop.png,1080,1660,media-library/originals/labani_di/Screenshot_2025-03-13-15-02-36-410_com.facebook.katana (1).jpg,context-or-credit-needs-confirmation | exact-duplicate-source-files-consolidated
img-0527,others,artwork-or-artwork-documentation,Phone screenshot orange flower study,media-library/curated/others/img-0527-crop.png,1080,850,media-library/originals/labani_di/Screenshot_2025-03-13-15-03-08-406_com.facebook.katana (1).jpg,exact-duplicate-source-files-consolidated
img-0528,others,artwork-or-artwork-documentation,Phone screenshot dark room and glowing television,media-library/curated/others/img-0528-crop.png,1080,650,media-library/originals/labani_di/Screenshot_2025-03-13-15-06-02-678_com.facebook.katana (1).jpg,exact-duplicate-source-files-consolidated
img-0529,others,artwork-or-artwork-documentation,Phone screenshot dark domestic interior,media-library/curated/others/img-0529-crop.png,1080,660,media-library/originals/labani_di/Screenshot_2025-03-13-15-06-07-382_com.facebook.katana (1).jpg,exact-duplicate-source-files-consolidated
img-0530,others,artwork-or-artwork-documentation,Figure among graves under moon; specific event unconfirmed,media-library/curated/others/img-0530.jpg,1080,746,media-library/curated/others/img-0530.jpg,context-or-credit-needs-confirmation | exact-duplicate-source-files-consolidated
img-0535,others,poster-or-publication-graphic,PARI social card with artist biography; keep credit in archive,media-library/curated/others/img-0535-crop.png,1080,1360,media-library/originals/labani_di/Screenshot_2025-11-28-22-21-04-739_com.instagram.android-edit (1).jpg,PARI-credit-in-original-social-post | embedded-copy-retained-not-website-interface | exact-duplicate-source-files-consolidated
img-0545,others,documentation-photo,Phone screenshot photographed mother child artwork; UI overlaps top surroundings,media-library/curated/others/img-0545-crop.png,1080,2260,media-library/originals/labani_di/Screenshot_2026-08-01-21-32-12-613_com.facebook.katana.jpg,interface-overlay-over-image-retained
img-0548,others,artwork-or-artwork-documentation,Blue waves painting,media-library/curated/others/img-0548.png,2160,2146,media-library/curated/others/img-0548.png,
img-0549,others,artwork-or-artwork-documentation,Figure facing starry sea,media-library/curated/others/img-0549.png,2160,1476,media-library/curated/others/img-0549.png,
