id,category,kind,observation,file,width,height,source_files,flags
img-0270,political,artwork-or-artwork-documentation,Sketchbook map surrounded by grid drawings,media-library/curated/political/img-0270.webp,2137,1269,media-library/curated/political/img-0270.webp,
img-0277,political,artwork-or-artwork-documentation,Kites and mechanical forms over landscape,media-library/curated/political/img-0277.jpg,1440,1050,media-library/curated/political/img-0277.jpg,
img-0279,political,artwork-or-artwork-documentation,Bangladesh flag facing rifles,media-library/curated/political/img-0279.jpg,1080,855,media-library/curated/political/img-0279.jpg,
img-0282,political,artwork-or-artwork-documentation,Women raising hands in city at night,media-library/curated/political/img-0282.jpg,1440,1800,media-library/curated/political/img-0282.jpg,
img-0286,political,artwork-or-artwork-documentation,Armed figure beside river gorge,media-library/curated/political/img-0286.jpg,7574,5443,media-library/curated/political/img-0286.jpg,
img-0291,political,artwork-or-artwork-documentation,Armed figures and red river; violence imagery,media-library/curated/political/img-0291.jpg,7447,5394,media-library/curated/political/img-0291.jpg,
img-0295,political,artwork-or-artwork-documentation,Alternate Felani Khatun memorial image 265,media-library/curated/political/img-0295.jpg,2318,1480,media-library/curated/political/img-0295.jpg,
img-0302,political,artwork-or-artwork-documentation,Wheelchair user with quoted poem; attribution needs confirmation,media-library/curated/political/img-0302.webp,1532,1146,media-library/curated/political/img-0302.webp,context-or-credit-needs-confirmation
img-0303,political,artwork-or-artwork-documentation,Protesters walking on spikes beside barbed wire,media-library/curated/political/img-0303.jpg,1080,1990,media-library/curated/political/img-0303.jpg,
img-0304,political,artwork-or-artwork-documentation,Farmer and woman against protest banners,media-library/curated/political/img-0304.jpg,1080,725,media-library/curated/political/img-0304.jpg,
img-0305,political,artwork-or-artwork-documentation,Protesters facing barbed wire and banner,media-library/curated/political/img-0305.jpg,1080,741,media-library/curated/political/img-0305.jpg,
img-0306,political,artwork-or-artwork-documentation,Anti-fascist illustration with Bengali text and India outline,media-library/curated/political/img-0306.jpg,4096,2643,media-library/curated/political/img-0306.jpg,
img-0307,political,artwork-or-artwork-documentation,Woman speaker with red hammer and sickle flag,media-library/curated/political/img-0307.jpg,918,1280,media-library/curated/political/img-0307.jpg,
img-0313,political,artwork-or-artwork-documentation,Woman child and tree threatened by excavators,media-library/curated/political/img-0313.jpg,5247,7302,media-library/curated/political/img-0313.jpg,
img-0315,political,artwork-or-artwork-documentation,Line drawing procession beside bare tree,media-library/curated/political/img-0315.jpg,1280,715,media-library/curated/political/img-0315.jpg,exact-duplicate-source-files-consolidated
img-0316,political,artwork-or-artwork-documentation,Line drawing figure and crowd among tree roots,media-library/curated/political/img-0316.jpg,1280,705,media-library/curated/political/img-0316.jpg,exact-duplicate-source-files-consolidated
img-0317,political,artwork-or-artwork-documentation,Line drawing gathering beneath tree and flag,media-library/curated/political/img-0317.jpg,1280,728,media-library/curated/political/img-0317.jpg,exact-duplicate-source-files-consolidated
img-0318,political,artwork-or-artwork-documentation,Line drawing crowd between rooted trunks,media-library/curated/political/img-0318.jpg,1279,694,media-library/curated/political/img-0318.jpg,exact-duplicate-source-files-consolidated
img-0319,political,artwork-or-artwork-documentation,Injured person before blindfolded figures labelled with names,media-library/curated/political/img-0319.jpg,1280,837,media-library/curated/political/img-0319.jpg,exact-duplicate-source-files-consolidated
img-0320,political,artwork-or-artwork-documentation,Body in field with pole; violence context unconfirmed,media-library/curated/political/img-0320.jpg,1280,840,media-library/curated/political/img-0320.jpg,context-or-credit-needs-confirmation | exact-duplicate-source-files-consolidated
img-0321,political,artwork-or-artwork-documentation,Hand gripping golden emblem; political symbolism,media-library/curated/political/img-0321.jpg,3015,4096,media-library/curated/political/img-0321.jpg,exact-duplicate-source-files-consolidated
img-0322,political,artwork-or-artwork-documentation,Dam construction and displaced families,media-library/curated/political/img-0322.jpg,1862,1322,media-library/curated/political/img-0322.jpg,exact-duplicate-source-files-consolidated
img-0326,political,artwork-or-artwork-documentation,Headless male torsos under moon,media-library/curated/political/img-0326.jpg,1080,1449,media-library/curated/political/img-0326.jpg,exact-duplicate-source-files-consolidated
img-0327,political,artwork-or-artwork-documentation,Figures on domed structures and crowds; political allegory,media-library/curated/political/img-0327.jpg,1080,722,media-library/curated/political/img-0327.jpg,exact-duplicate-source-files-consolidated
img-0328,political,artwork-or-artwork-documentation,Ambedkar banner and Educate Agitate Organise lettering,media-library/curated/political/img-0328.jpg,1080,872,media-library/curated/political/img-0328.jpg,exact-duplicate-source-files-consolidated
img-0383,political,documentation-photo,Night group photograph with red flag,media-library/curated/political/img-0383.jpg,4080,2304,media-library/curated/political/img-0383.jpg,
img-0385,political,artwork-or-artwork-documentation,Night campaign group portrait,media-library/curated/political/img-0385.jpg,4080,3060,media-library/curated/political/img-0385.jpg,
img-0386,political,artwork-or-artwork-documentation,Indoor campaign gathering with scarves,media-library/curated/political/img-0386.jpg,4080,3060,media-library/curated/political/img-0386.jpg,
img-0387,political,artwork-or-artwork-documentation,Portrait beside campaign wall,media-library/curated/political/img-0387.jpg,3060,4080,media-library/curated/political/img-0387.jpg,
img-0388,political,artwork-or-artwork-documentation,Two people beside campaign wall,media-library/curated/political/img-0388.jpg,3060,4080,media-library/curated/political/img-0388.jpg,
img-0389,political,artwork-or-artwork-documentation,Campaign group beside wall,media-library/curated/political/img-0389.jpg,4608,3456,media-library/curated/political/img-0389.jpg,
img-0390,political,documentation-photo,Campaign conversation outdoors,media-library/curated/political/img-0390.jpg,4608,3456,media-library/curated/political/img-0390.jpg,
img-0391,political,documentation-photo,Greeting seated elder during campaign,media-library/curated/political/img-0391.jpg,4608,3456,media-library/curated/political/img-0391.jpg,
img-0392,political,documentation-photo,Greeting elder beside tree and flag,media-library/curated/political/img-0392.jpg,4608,3456,media-library/curated/political/img-0392.jpg,
img-0393,political,documentation-photo,Campaign greeting with woman,media-library/curated/political/img-0393.jpg,4608,3456,media-library/curated/political/img-0393.jpg,
img-0394,political,artwork-or-artwork-documentation,Campaign group portrait with flag,media-library/curated/political/img-0394.jpg,4608,3456,media-library/curated/political/img-0394.jpg,
img-0395,political,documentation-photo,Greeting elder during campaign,media-library/curated/political/img-0395.jpg,4608,3456,media-library/curated/political/img-0395.jpg,
img-0396,political,artwork-or-artwork-documentation,Seated portrait beneath campaign lettering,media-library/curated/political/img-0396.jpg,4608,3456,media-library/curated/political/img-0396.jpg,
img-0397,political,artwork-or-artwork-documentation,Group seated beneath campaign lettering,media-library/curated/political/img-0397.jpg,4608,3456,media-library/curated/political/img-0397.jpg,
img-0398,political,artwork-or-artwork-documentation,Seated portrait with party scarf,media-library/curated/political/img-0398.jpg,2305,2352,media-library/curated/political/img-0398.jpg,
img-0399,political,artwork-or-artwork-documentation,Workers raising red flag; larger version related to image 130,media-library/curated/political/img-0399.jpg,5708,5704,media-library/curated/political/img-0399.jpg,
img-0400,political,artwork-or-artwork-documentation,Campaign group with banner outside home,media-library/curated/political/img-0400.jpg,4080,3060,media-library/curated/political/img-0400.jpg,
img-0401,political,artwork-or-artwork-documentation,Alternate campaign group outside home,media-library/curated/political/img-0401.jpg,4080,3060,media-library/curated/political/img-0401.jpg,
img-0402,political,documentation-photo,Campaign conversation with cyclist,media-library/curated/political/img-0402.jpg,1920,1080,media-library/curated/political/img-0402.jpg,
img-0403,political,artwork-or-artwork-documentation,Painting campaign wall lettering,media-library/curated/political/img-0403.jpg,1920,1080,media-library/curated/political/img-0403.jpg,
img-0405,political,documentation-photo,Seated campaign conversation with flag,media-library/curated/political/img-0405.jpg,1920,1080,media-library/curated/political/img-0405.jpg,
img-0406,political,documentation-photo,Campaign doorstep conversation,media-library/curated/political/img-0406.jpg,1920,1080,media-library/curated/political/img-0406.jpg,
img-0407,political,documentation-photo,Campaign greeting seated women,media-library/curated/political/img-0407.jpg,1920,1080,media-library/curated/political/img-0407.jpg,
img-0408,political,documentation-photo,Alternate campaign greeting seated women,media-library/curated/political/img-0408.jpg,1920,1080,media-library/curated/political/img-0408.jpg,
img-0409,political,artwork-or-artwork-documentation,Night portrait with elder and campaign scarf,media-library/curated/political/img-0409.jpg,3060,4080,media-library/curated/political/img-0409.jpg,
img-0410,political,artwork-or-artwork-documentation,Night campaign group portrait,media-library/curated/political/img-0410.jpg,3060,4080,media-library/curated/political/img-0410.jpg,
img-0411,political,artwork-or-artwork-documentation,Night campaign group portrait closer,media-library/curated/political/img-0411.jpg,3060,4080,media-library/curated/political/img-0411.jpg,
img-0414,political,documentation-photo,Campaign walk with placards,media-library/curated/political/img-0414.jpg,4080,3060,media-library/curated/political/img-0414.jpg,
img-0415,political,documentation-photo,Closer campaign walk,media-library/curated/political/img-0415.jpg,4080,3060,media-library/curated/political/img-0415.jpg,
img-0416,political,documentation-photo,Selfie with older man,media-library/curated/political/img-0416.jpg,3456,4608,media-library/curated/political/img-0416.jpg,
img-0417,political,artwork-or-artwork-documentation,Stencil painting on campaign wall,media-library/curated/political/img-0417.jpg,3060,4080,media-library/curated/political/img-0417.jpg,
img-0418,political,documentation-photo,Closer stencil painting process,media-library/curated/political/img-0418.jpg,3060,4080,media-library/curated/political/img-0418.jpg,
img-0419,political,documentation-photo,Alternate stencil painting process,media-library/curated/political/img-0419.jpg,3060,4080,media-library/curated/political/img-0419.jpg,
img-0420,political,artwork-or-artwork-documentation,Campaign symbol on wall,media-library/curated/political/img-0420.jpg,3060,4080,media-library/curated/political/img-0420.jpg,
img-0421,political,artwork-or-artwork-documentation,Applying stencil to campaign wall,media-library/curated/political/img-0421.jpg,4080,3060,media-library/curated/political/img-0421.jpg,
img-0422,political,artwork-or-artwork-documentation,Completed campaign wall stencils,media-library/curated/political/img-0422.jpg,4080,3060,media-library/curated/political/img-0422.jpg,
img-0423,political,artwork-or-artwork-documentation,Campaign portrait and flag mural,media-library/curated/political/img-0423.jpg,4080,3060,media-library/curated/political/img-0423.jpg,
img-0424,political,artwork-or-artwork-documentation,Campaign group with red flags,media-library/curated/political/img-0424.jpg,3060,4080,media-library/curated/political/img-0424.jpg,
img-0425,political,artwork-or-artwork-documentation,Portrait with street vendor and campaign scarf,media-library/curated/political/img-0425.jpg,4080,3060,media-library/curated/political/img-0425.jpg,
img-0427,political,artwork-or-artwork-documentation,Campaign group beneath trees,media-library/curated/political/img-0427.jpg,4080,3060,media-library/curated/political/img-0427.jpg,
img-0428,political,artwork-or-artwork-documentation,Street speech with large red flags,media-library/curated/political/img-0428.jpg,4080,3060,media-library/curated/political/img-0428.jpg,
img-0429,political,documentation-photo,Greeting woman during campaign,media-library/curated/political/img-0429.jpg,4608,3456,media-library/curated/political/img-0429.jpg,
img-0430,political,documentation-photo,Greeting woman beside campaign placard,media-library/curated/political/img-0430.jpg,3456,4608,media-library/curated/political/img-0430.jpg,
img-0431,political,documentation-photo,Greeting man beside campaign placard,media-library/curated/political/img-0431.jpg,3456,4608,media-library/curated/political/img-0431.jpg,
img-0432,political,documentation-photo,Greeting woman during campaign,media-library/curated/political/img-0432.jpg,3456,4608,media-library/curated/political/img-0432.jpg,
img-0433,political,artwork-or-artwork-documentation,Women with campaign banner and flags,media-library/curated/political/img-0433.jpg,4080,3060,media-library/curated/political/img-0433.jpg,
img-0434,political,artwork-or-artwork-documentation,Procession walking beside fields,media-library/curated/political/img-0434.jpg,4080,3060,media-library/curated/political/img-0434.jpg,
img-0435,political,artwork-or-artwork-documentation,Procession approaching beside fields,media-library/curated/political/img-0435.jpg,4080,3060,media-library/curated/political/img-0435.jpg,
img-0436,political,artwork-or-artwork-documentation,Alternate procession beside fields,media-library/curated/political/img-0436.jpg,4080,3060,media-library/curated/political/img-0436.jpg,
img-0437,political,artwork-or-artwork-documentation,Group carrying flags beside fields,media-library/curated/political/img-0437.jpg,4080,3060,media-library/curated/political/img-0437.jpg,
img-0438,political,artwork-or-artwork-documentation,Raised fist from car sunroof,media-library/curated/political/img-0438.jpg,3072,2375,media-library/curated/political/img-0438.jpg,
img-0439,political,documentation-photo,Greeting seated elder during campaign,media-library/curated/political/img-0439.jpg,3456,4608,media-library/curated/political/img-0439.jpg,
img-0440,political,artwork-or-artwork-documentation,Campaign speech from vehicle,media-library/curated/political/img-0440.jpg,4080,3060,media-library/curated/political/img-0440.jpg,
img-0441,political,artwork-or-artwork-documentation,Crop of campaign wall artwork,media-library/curated/political/img-0441.jpg,701,422,media-library/curated/political/img-0441.jpg,small-source-review-display-size
img-0442,political,artwork-or-artwork-documentation,Hand holding Bengali Ambedkar booklet; reference publication,media-library/curated/political/img-0442.jpg,2717,2658,media-library/curated/political/img-0442.jpg,
img-0443,political,artwork-or-artwork-documentation,Indoor portrait holding Ambedkar booklet,media-library/curated/political/img-0443.jpg,3060,4080,media-library/curated/political/img-0443.jpg,
img-0445,political,artwork-or-artwork-documentation,Campaign speech with drummer and flag,media-library/curated/political/img-0445.jpg,4080,3060,media-library/curated/political/img-0445.jpg,
img-0446,political,artwork-or-artwork-documentation,Night campaign group portrait,media-library/curated/political/img-0446.jpg,4080,3060,media-library/curated/political/img-0446.jpg,
img-0448,political,documentation-photo,Selfie with procession behind,media-library/curated/political/img-0448.jpg,4608,3456,media-library/curated/political/img-0448.jpg,
img-0449,political,documentation-photo,Alternate selfie with procession behind,media-library/curated/political/img-0449.jpg,4608,3456,media-library/curated/political/img-0449.jpg,
img-0450,political,artwork-or-artwork-documentation,Campaign group walking with placard,media-library/curated/political/img-0450.jpg,4080,3060,media-library/curated/political/img-0450.jpg,
img-0451,political,artwork-or-artwork-documentation,Portrait with man and campaign scarf,media-library/curated/political/img-0451.jpg,4608,3456,media-library/curated/political/img-0451.jpg,
img-0453,political,documentation-photo,Night group selfie with campaign scarf,media-library/curated/political/img-0453.jpg,4608,3456,media-library/curated/political/img-0453.jpg,
img-0454,political,artwork-or-artwork-documentation,Flowers held beside red flag,media-library/curated/political/img-0454.jpg,4080,3060,media-library/curated/political/img-0454.jpg,
img-0455,political,artwork-or-artwork-documentation,Night portrait with red flags,media-library/curated/political/img-0455.jpg,4080,3060,media-library/curated/political/img-0455.jpg,
img-0456,political,artwork-or-artwork-documentation,Street performance with microphone and red flags,media-library/curated/political/img-0456.jpg,3060,4080,media-library/curated/political/img-0456.jpg,
img-0457,political,artwork-or-artwork-documentation,Alternate street performance with microphone and flags,media-library/curated/political/img-0457.jpg,3060,4080,media-library/curated/political/img-0457.jpg,
img-0458,political,artwork-or-artwork-documentation,Night campaign speech outdoors,media-library/curated/political/img-0458.jpg,4080,3060,media-library/curated/political/img-0458.jpg,
img-0459,political,artwork-or-artwork-documentation,Alternate night portrait with flags,media-library/curated/political/img-0459.jpg,4080,3060,media-library/curated/political/img-0459.jpg,
img-0460,political,documentation-photo,Campaign selfie screenshot with reaction icons overlapping photograph; retain original and flag overlay,media-library/curated/political/img-0460.jpg,1073,1054,media-library/curated/political/img-0460.jpg,interface-overlay-over-image-retained
img-0461,political,artwork-or-artwork-documentation,Child holding flag beside campaign wall,media-library/curated/political/img-0461.jpg,4080,3060,media-library/curated/political/img-0461.jpg,
img-0462,political,artwork-or-artwork-documentation,Alternate child with flag and wall,media-library/curated/political/img-0462.jpg,4080,3060,media-library/curated/political/img-0462.jpg,
img-0463,political,artwork-or-artwork-documentation,Wider child with flag and wall,media-library/curated/political/img-0463.jpg,4080,3060,media-library/curated/political/img-0463.jpg,
img-0464,political,artwork-or-artwork-documentation,Older man with folded flag beside highway,media-library/curated/political/img-0464.jpg,4080,3060,media-library/curated/political/img-0464.jpg,
img-0466,political,artwork-or-artwork-documentation,Cyclist with red flags,media-library/curated/political/img-0466.jpg,4080,3060,media-library/curated/political/img-0466.jpg,
img-0467,political,artwork-or-artwork-documentation,Alternate cyclist with flags,media-library/curated/political/img-0467.jpg,4080,3060,media-library/curated/political/img-0467.jpg,
img-0468,political,artwork-or-artwork-documentation,Campaign symbol painted on wall,media-library/curated/political/img-0468.jpg,4080,3060,media-library/curated/political/img-0468.jpg,
img-0469,political,artwork-or-artwork-documentation,Man holding flag beside campaign wall,media-library/curated/political/img-0469.jpg,4080,3060,media-library/curated/political/img-0469.jpg,
img-0470,political,artwork-or-artwork-documentation,Raised fist beside campaign wall,media-library/curated/political/img-0470.jpg,4080,3060,media-library/curated/political/img-0470.jpg,
img-0471,political,artwork-or-artwork-documentation,Older man crossing road with folded flag,media-library/curated/political/img-0471.jpg,4080,3060,media-library/curated/political/img-0471.jpg,
img-0472,political,artwork-or-artwork-documentation,Campaign wall with hammer and sickle symbol,media-library/curated/political/img-0472.jpg,4080,3060,media-library/curated/political/img-0472.jpg,
img-0473,political,documentation-photo,Alternate hammer and sickle wall photograph,media-library/curated/political/img-0473.jpg,4080,3060,media-library/curated/political/img-0473.jpg,
img-0474,political,artwork-or-artwork-documentation,Person carrying red flag outside house,media-library/curated/political/img-0474.jpg,4080,3060,media-library/curated/political/img-0474.jpg,
img-0475,political,artwork-or-artwork-documentation,Community gathering beneath flowering tree,media-library/curated/political/img-0475.jpg,7284,4889,media-library/curated/political/img-0475.jpg,
img-0476,political,artwork-or-artwork-documentation,Large foot pressing excavator; alternate artwork,media-library/curated/political/img-0476.jpg,6120,8160,media-library/curated/political/img-0476.jpg,
img-0477,political,documentation-photo,Poster painting workshop photograph,media-library/curated/political/img-0477.jpg,4080,3060,media-library/curated/political/img-0477.jpg,
img-0478,political,poster-or-publication-graphic,Lakhimpur Kheri memorial poster; retain caption but verify stated date before publication,media-library/curated/political/img-0478.jpg,4047,4096,media-library/curated/political/img-0478.jpg,context-or-credit-needs-confirmation
img-0481,political,artwork-or-artwork-documentation,Women protesting in city; preserve verse overlay,media-library/curated/political/img-0481.jpg,2977,4096,media-library/curated/political/img-0481.jpg,
img-0490,political,documentation-photo,Campaign speech photograph,media-library/curated/political/img-0490.jpg,1600,1200,media-library/curated/political/img-0490.jpg,
img-0491,political,artwork-or-artwork-documentation,Long procession over buildings,media-library/curated/political/img-0491.jpg,7659,4999,media-library/curated/political/img-0491.jpg,
img-0492,political,artwork-or-artwork-documentation,Workers peasants banner illustration with Bengali text,media-library/curated/political/img-0492.jpg,7136,5496,media-library/curated/political/img-0492.jpg,
img-0493,political,artwork-or-artwork-documentation,Woman child and red party flag,media-library/curated/political/img-0493.jpg,5112,6632,media-library/curated/political/img-0493.jpg,
img-0494,political,artwork-or-artwork-documentation,Woman carrying crop child and red party flag,media-library/curated/political/img-0494.jpg,6996,5406,media-library/curated/political/img-0494.jpg,
img-0495,political,artwork-or-artwork-documentation,Phone screenshot of marching figures under crescent; crop interface,media-library/curated/political/img-0495-crop.png,1080,830,media-library/originals/labani_di/Screenshot_2023-12-08-23-43-05-500_com.facebook.katana.jpg,
img-0499,political,artwork-or-artwork-documentation,Already cropped drawing of armed figure confronting crowd,media-library/curated/political/img-0499.jpg,1080,750,media-library/curated/political/img-0499.jpg,
img-0501,political,artwork-or-artwork-documentation,Phone screenshot pointing farmer against red flag,media-library/curated/political/img-0501-crop.png,1080,740,media-library/originals/labani_di/Screenshot_2024-05-21-18-42-58-556_com.facebook.katana.jpg,
img-0504,political,poster-or-publication-graphic,Phone screenshot Bengali procession event poster; preserve full poster text,media-library/curated/political/img-0504-crop.png,1080,1320,media-library/originals/labani_di/Screenshot_2024-05-21-18-47-35-184_com.facebook.katana.jpg,embedded-copy-retained-not-website-interface
img-0506,political,artwork-or-artwork-documentation,Woman holding flowers against names of victims; memorial context needs confirmation,media-library/curated/political/img-0506-crop.png,1080,720,media-library/originals/labani_di/Screenshot_2024-05-21-18-48-03-825_com.facebook.katana.jpg,context-or-credit-needs-confirmation
img-0507,political,artwork-or-artwork-documentation,Crowd with Save lettering,media-library/curated/political/img-0507-crop.png,1080,810,media-library/originals/labani_di/Screenshot_2024-05-21-18-48-12-535_com.facebook.katana.jpg,
img-0508,political,artwork-or-artwork-documentation,Crowd under tree and speaker,media-library/curated/political/img-0508-crop.png,1080,1625,media-library/originals/labani_di/Screenshot_2024-05-21-18-48-27-118_com.facebook.katana.jpg,
img-0509,political,artwork-or-artwork-documentation,Gathering with Indian flag under crescent,media-library/curated/political/img-0509-crop.png,1080,1610,media-library/originals/labani_di/Screenshot_2024-05-21-18-49-06-097_com.facebook.katana.jpg,
img-0511,political,artwork-or-artwork-documentation,Procession with red flags through mist,media-library/curated/political/img-0511-crop.png,1080,760,media-library/originals/labani_di/Screenshot_2024-07-08-21-56-53-544_com.facebook.katana.jpg,
img-0512,political,artwork-or-artwork-documentation,Mother child beside barricade and wire,media-library/curated/political/img-0512-crop.png,1080,740,media-library/originals/labani_di/Screenshot_2024-07-08-21-57-14-482_com.facebook.katana.jpg,
img-0513,political,artwork-or-artwork-documentation,Farmers on tractor amid city structures and flags,media-library/curated/political/img-0513-crop.png,1080,770,media-library/originals/labani_di/Screenshot_2024-07-08-21-57-29-844_com.facebook.katana.jpg,
img-0514,political,artwork-or-artwork-documentation,Blue vertical composition with falling figures; already cropped,media-library/curated/political/img-0514.jpg,1066,1559,media-library/curated/political/img-0514.jpg,
img-0531,political,artwork-or-artwork-documentation,Woman holding bloodied crescent,media-library/curated/political/img-0531.jpg,1080,816,media-library/curated/political/img-0531.jpg,exact-duplicate-source-files-consolidated
img-0532,political,artwork-or-artwork-documentation,Indian flag with injured head and verse; retain text,media-library/curated/political/img-0532.jpg,1080,689,media-library/curated/political/img-0532.jpg,exact-duplicate-source-files-consolidated
img-0533,political,artwork-or-artwork-documentation,Bowed injured person before flames,media-library/curated/political/img-0533.jpg,1080,831,media-library/curated/political/img-0533.jpg,exact-duplicate-source-files-consolidated
img-0534,political,artwork-or-artwork-documentation,Instagram post migrant workers with quotation embedded in artwork; preserve quotation,media-library/curated/political/img-0534-crop.png,1080,1350,media-library/originals/labani_di/Screenshot_2025-11-28-22-20-29-326_com.instagram.android (1).jpg,interface-overlay-over-image-retained | exact-duplicate-source-files-consolidated
img-0536,political,poster-or-publication-graphic,PARI social card quoting Labani; keep quote and credit in archive,media-library/curated/political/img-0536-crop.png,1080,1351,media-library/originals/labani_di/Screenshot_2025-11-28-22-21-43-417_com.instagram.android-edit (1).jpg,PARI-credit-in-original-social-post | embedded-copy-retained-not-website-interface | exact-duplicate-source-files-consolidated
img-0537,political,artwork-or-artwork-documentation,Red flag over crowd,media-library/curated/political/img-0537.jpg,1080,765,media-library/curated/political/img-0537.jpg,exact-duplicate-source-files-consolidated
img-0538,political,documentation-photo,Phone screenshot outdoor gathering photograph,media-library/curated/political/img-0538-crop.png,1080,840,media-library/originals/labani_di/Screenshot_2026-03-22-23-57-29-560_com.whatsapp.jpg,
img-0539,political,poster-or-publication-graphic,Phone screenshot Bengali campaign graphic,media-library/curated/political/img-0539-crop.png,1080,920,media-library/originals/labani_di/Screenshot_2026-04-11-20-04-28-530_com.whatsapp.jpg,embedded-copy-retained-not-website-interface
img-0540,political,documentation-photo,Campaign photograph with banner; already cropped,media-library/curated/political/img-0540.jpg,1080,1632,media-library/curated/political/img-0540.jpg,
img-0541,political,artwork-or-artwork-documentation,People confronting bulldozer,media-library/curated/political/img-0541.jpg,1080,798,media-library/curated/political/img-0541.jpg,
img-0542,political,artwork-or-artwork-documentation,Bulldozer and family; alternate image 127,media-library/curated/political/img-0542.jpg,1080,808,media-library/curated/political/img-0542.jpg,
img-0543,political,artwork-or-artwork-documentation,Excavators tearing red tree; alternate image 128,media-library/curated/political/img-0543.jpg,1080,800,media-library/curated/political/img-0543.jpg,
img-0544,political,documentation-photo,Phone screenshot photographed bulldozer artwork,media-library/curated/political/img-0544-crop.png,1080,1540,media-library/originals/labani_di/Screenshot_2026-08-01-21-32-07-669_com.facebook.katana.jpg,
img-0546,political,artwork-or-artwork-documentation,Phone screenshot Inquilab artwork; alternate image 136,media-library/curated/political/img-0546-crop.png,1080,1495,media-library/originals/labani_di/Screenshot_2026-08-01-21-32-34-829_com.facebook.katana.jpg,
img-0547,political,artwork-or-artwork-documentation,Migrant March of Red Ants under Lockdown illustration,media-library/curated/political/img-0547.jpg,1400,928,media-library/curated/political/img-0547.jpg,
